index,TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEWADDRESS,lat,lon
1181,Commercial Break and Enter,2013,2,7XX PACIFIC BLVD,"700 PACIFIC BLVD ,Vancouver, Canada",49.276711,-123.109142
1182,Commercial Break and Enter,2013,2,36XX W BROADWAY AVE,"3600 W BROADWAY AVE ,Vancouver, Canada",49.264366,-123.185864
1183,Commercial Break and Enter,2013,2,10XX SE MARINE DR,"1000 SE MARINE DR ,Vancouver, Canada",49.2111,-123.085777
1184,Commercial Break and Enter,2013,2,3XX WATER ST,"300 WATER ST ,Vancouver, Canada",49.284366,-123.108909
1185,Commercial Break and Enter,2013,2,14XX ADANAC ST,"1400 ADANAC ST ,Vancouver, Canada",49.277642,-123.075421
1186,Commercial Break and Enter,2013,2,25XX ONTARIO ST,"2500 ONTARIO ST ,Vancouver, Canada",49.26301,-123.104882
1187,Commercial Break and Enter,2013,2,4XX E HASTINGS ST,"400 E HASTINGS ST ,Vancouver, Canada",49.281262,-123.09539
1188,Commercial Break and Enter,2013,2,42XX ARBUTUS ST,"4200 ARBUTUS ST ,Vancouver, Canada",49.248408,-123.153145
1189,Commercial Break and Enter,2013,2,19XX COMMERCIAL DR,"1900 COMMERCIAL DR ,Vancouver, Canada",49.267609,-123.07
1190,Commercial Break and Enter,2013,2,32XX MAIN ST,"3200 MAIN ST ,Vancouver, Canada",49.2562,-123.101247
1191,Commercial Break and Enter,2013,2,6XX E 8TH AVE,"600 E 8TH AVE ,Vancouver, Canada",49.263436,-123.09095
1192,Commercial Break and Enter,2013,2,30XX MILLER DR,"3000 MILLER DR ,Vancouver, Canada",49.286018,-123.041681
1193,Commercial Break and Enter,2013,2,14XX E KENT N AVE,"1400 E KENT N AVE ,Vancouver, Canada",49.263566,-123.138572
1194,Mischief Over $5000,2013,2,1XX W GEORGIA ST,"100 W GEORGIA ST ,Vancouver, Canada",49.278847,-123.112319
1195,Mischief Over $5000,2013,2,6XX POWELL ST,"600 POWELL ST ,Vancouver, Canada",49.283036,-123.091407
1196,Mischief Over $5000,2013,2,12XX W 6TH AVE,"1200 W 6TH AVE ,Vancouver, Canada",49.266084,-123.131262
1197,Mischief Under $5000,2013,2,10XX GRANVILLE ST,"1000 GRANVILLE ST ,Vancouver, Canada",49.279265,-123.123024
1198,Mischief Under $5000,2013,2,1XX E PENDER ST,"100 E PENDER ST ,Vancouver, Canada",49.280473,-123.10216
1199,Mischief Under $5000,2013,2,12XX BIDWELL ST,"1200 BIDWELL ST ,Vancouver, Canada",49.286246,-123.140236
1200,Mischief Under $5000,2013,2,10XX GRANVILLE ST,"1000 GRANVILLE ST ,Vancouver, Canada",49.279265,-123.123024
1201,Mischief Under $5000,2013,2,8XX W 12TH AVE,"800 W 12TH AVE ,Vancouver, Canada",49.260518,-123.122397
1202,Mischief Under $5000,2013,2,7XX SEYMOUR ST,"700 SEYMOUR ST ,Vancouver, Canada",49.281799,-123.117226
1203,Mischief Under $5000,2013,2,19XX E 41ST AVE,"1900 E 41ST AVE ,Vancouver, Canada",49.232568,-123.066977
1204,Mischief Under $5000,2013,2,4XX E 53RD AVE,"400 E 53RD AVE ,Vancouver, Canada",49.221866,-123.097626
1205,Mischief Under $5000,2013,2,20XX SCOTIA ST,"2000 SCOTIA ST ,Vancouver, Canada",49.267321,-123.098756
1206,Mischief Under $5000,2013,2,25XX WINDSOR ST,"2500 WINDSOR ST ,Vancouver, Canada",49.262504,-123.083295
1207,Mischief Under $5000,2013,2,BUTE ST / W GEORGIA ST,"BUTE ST / W GEORGIA ST ,Vancouver, Canada",49.281679,-123.116956
1208,Mischief Under $5000,2013,2,4XX SEYMOUR ST,"400 SEYMOUR ST ,Vancouver, Canada",49.2847,-123.1129
1209,Mischief Under $5000,2013,2,GRAVELEY ST / RUPERT ST,"GRAVELEY ST / RUPERT ST ,Vancouver, Canada",49.27055,-123.033608
1210,Mischief Under $5000,2013,2,6XX NELSON ST,"600 NELSON ST ,Vancouver, Canada",49.278618,-123.122017
1211,Mischief Under $5000,2013,2,3XX CARRALL ST,"300 CARRALL ST ,Vancouver, Canada",49.282508,-123.104293
1212,Mischief Under $5000,2013,2,10XX DAVIE ST,"1000 DAVIE ST ,Vancouver, Canada",49.279082,-123.129175
1213,Mischief Under $5000,2013,2,7XX E HASTINGS ST,"700 E HASTINGS ST ,Vancouver, Canada",49.281182,-123.089348
1214,Mischief Under $5000,2013,2,11XX HAMILTON ST,"1100 HAMILTON ST ,Vancouver, Canada",49.275925,-123.121068
1215,Mischief Under $5000,2013,2,36XX E HASTINGS ST,"3600 E HASTINGS ST ,Vancouver, Canada",49.281151,-123.025593
1216,Mischief Under $5000,2013,2,35XX KINGSWAY AVE,"3500 KINGSWAY AVE ,Vancouver, Canada",49.231997,-123.029231
1217,Mischief Under $5000,2013,2,1XX DUNLEVY AVE,"100 DUNLEVY AVE ,Vancouver, Canada",49.284017,-123.095293
1218,Mischief Under $5000,2013,2,20XX W 41ST AVE,"2000 W 41ST AVE ,Vancouver, Canada",49.234531,-123.152071
1219,Mischief Under $5000,2013,2,2XX MAIN ST,"200 MAIN ST ,Vancouver, Canada",49.283189,-123.099575
1220,Mischief Under $5000,2013,2,E 41ST AVE / PRINCE ALBERT ST,"E 41ST AVE / PRINCE ALBERT ST ,Vancouver, Canada",0.0,0.0
1221,Mischief Under $5000,2013,2,31XX W BROADWAY AVE,"3100 W BROADWAY AVE ,Vancouver, Canada",49.264197,-123.17402
1222,Mischief Under $5000,2013,2,23XX VICTORIA DR,"2300 VICTORIA DR ,Vancouver, Canada",49.264208,-123.065855
1223,Mischief Under $5000,2013,2,2XX E 5TH AVE,"200 E 5TH AVE ,Vancouver, Canada",49.266395,-123.100237
1224,Mischief Under $5000,2013,2,12XX E BROADWAY AVE,"1200 E BROADWAY AVE ,Vancouver, Canada",49.262405,-123.079552
1225,Mischief Under $5000,2013,2,65XX DAWSON ST,"6500 DAWSON ST ,Vancouver, Canada",49.224778,-123.048776
1226,Mischief Under $5000,2013,2,17XX BARCLAY ST,"1700 BARCLAY ST ,Vancouver, Canada",49.289058,-123.135977
1227,Mischief Under $5000,2013,2,25XX COMMERCIAL DR,"2500 COMMERCIAL DR ,Vancouver, Canada",49.262112,-123.069761
1228,Mischief Under $5000,2013,2,7XX E 29TH AVE,"700 E 29TH AVE ,Vancouver, Canada",49.244735,-123.090142
1229,Mischief Under $5000,2013,2,15XX E 4TH AVE,"1500 E 4TH AVE ,Vancouver, Canada",49.266892,-123.073559
1230,Mischief Under $5000,2013,2,7XX W 16TH AVE,"700 W 16TH AVE ,Vancouver, Canada",49.256982,-123.120128
1231,Mischief Under $5000,2013,2,17XX ROBSON ST,"1700 ROBSON ST ,Vancouver, Canada",49.290475,-123.133872
1232,Mischief Under $5000,2013,2,9XX GRANVILLE ST,"900 GRANVILLE ST ,Vancouver, Canada",49.280155,-123.121409
1233,Mischief Under $5000,2013,2,10XX HOWE ST,"1000 HOWE ST ,Vancouver, Canada",49.279885,-123.124024
1234,Mischief Under $5000,2013,2,14XX W 70TH AVE,"1400 W 70TH AVE ,Vancouver, Canada",49.20859,-123.137806
1235,Mischief Under $5000,2013,2,16XX NAPIER ST,"1600 NAPIER ST ,Vancouver, Canada",49.274906,-123.074813
1236,Mischief Under $5000,2013,2,RICHARDS ST / W PENDER ST,"RICHARDS ST / W PENDER ST ,Vancouver, Canada",49.280553,-123.104695
1237,Mischief Under $5000,2013,2,7XX GRANVILLE ST,"700 GRANVILLE ST ,Vancouver, Canada",49.282527,-123.118143
1238,Mischief Under $5000,2013,2,4XX E 22ND AVE,"400 E 22ND AVE ,Vancouver, Canada",49.251101,-123.095772
1239,Mischief Under $5000,2013,2,FRASER ST / SE MARINE DR,"FRASER ST / SE MARINE DR ,Vancouver, Canada",49.212156,-123.105675
1240,Mischief Under $5000,2013,2,54XX ASH ST,"5400 ASH ST ,Vancouver, Canada",49.236419,-123.117775
1241,Mischief Under $5000,2013,2,11XX W 70TH AVE,"1100 W 70TH AVE ,Vancouver, Canada",49.2085,-123.131604
1242,Mischief Under $5000,2013,2,7XX POWELL ST,"700 POWELL ST ,Vancouver, Canada",49.283015,-123.089048
1243,Mischief Under $5000,2013,2,23XX BONACCORD DR,"2300 BONACCORD DR ,Vancouver, Canada",49.21054,-123.059742
1244,Mischief Under $5000,2013,2,8XX HOMER ST,"800 HOMER ST ,Vancouver, Canada",49.279601,-123.116709
1245,Mischief Under $5000,2013,2,37XX W 34TH AVE,"3700 W 34TH AVE ,Vancouver, Canada",49.241424,-123.186756
1246,Mischief Under $5000,2013,2,32XX E 14TH AVE,"3200 E 14TH AVE ,Vancouver, Canada",49.257231,-123.03654
1247,Mischief Under $5000,2013,2,1XX W 6TH AVE,"100 W 6TH AVE ,Vancouver, Canada",49.265651,-123.106865
1248,Mischief Under $5000,2013,2,15XX W 15TH AVE,"1500 W 15TH AVE ,Vancouver, Canada",49.258011,-123.139102
1249,Mischief Under $5000,2013,2,32XX E 14TH AVE,"3200 E 14TH AVE ,Vancouver, Canada",49.257231,-123.03654
1250,Mischief Under $5000,2013,2,35XX NAPLES WAY,"3500 NAPLES WAY ,Vancouver, Canada",49.208819,-123.029129
1251,Mischief Under $5000,2013,2,81XX RIEL PL,"8100 RIEL PL ,Vancouver, Canada",49.210905,-123.028579
1252,Mischief Under $5000,2013,2,26XX W BROADWAY AVE,"2600 W BROADWAY AVE ,Vancouver, Canada",49.264021,-123.164672
1253,Mischief Under $5000,2013,2,18XX COMMERCIAL DR,"1800 COMMERCIAL DR ,Vancouver, Canada",49.268522,-123.07004
1254,Mischief Under $5000,2013,2,16XX NAPIER ST,"1600 NAPIER ST ,Vancouver, Canada",49.274906,-123.074813
1255,Mischief Under $5000,2013,2,2XX ABBOTT ST,"200 ABBOTT ST ,Vancouver, Canada",49.283465,-123.106577
1256,Mischief Under $5000,2013,2,7XX DUNSMUIR ST,"700 DUNSMUIR ST ,Vancouver, Canada",49.283553,-123.116405
1257,Mischief Under $5000,2013,2,5XX BEATTY ST,"500 BEATTY ST ,Vancouver, Canada",49.28122,-123.108458
1258,Mischief Under $5000,2013,2,67XX ARLINGTON ST,"6700 ARLINGTON ST ,Vancouver, Canada",49.221811,-123.029666
1259,Mischief Under $5000,2013,2,19XX E 47TH AVE,"1900 E 47TH AVE ,Vancouver, Canada",49.22763,-123.067352
1260,Mischief Under $5000,2013,2,26XX OXFORD ST,"2600 OXFORD ST ,Vancouver, Canada",49.285689,-123.051964
1261,Mischief Under $5000,2013,2,27XX OXFORD ST,"2700 OXFORD ST ,Vancouver, Canada",49.285677,-123.049319
1262,Mischief Under $5000,2013,2,8XX BURRARD ST,"800 BURRARD ST ,Vancouver, Canada",49.283297,-123.12278
1263,Mischief Under $5000,2013,2,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
1264,Mischief Under $5000,2013,2,CAMBIE ST / W BROADWAY AVE,"CAMBIE ST / W BROADWAY AVE ,Vancouver, Canada",49.263086,-123.108149
1265,Mischief Under $5000,2013,2,10XX CANADA PL,"1000 CANADA PL ,Vancouver, Canada",49.287442,-123.113152
1266,Mischief Under $5000,2013,2,22XX OXFORD ST,"2200 OXFORD ST ,Vancouver, Canada",49.285712,-123.059627
1267,Mischief Under $5000,2013,2,11XX GRANVILLE ST,"1100 GRANVILLE ST ,Vancouver, Canada",49.278203,-123.124595
1268,Mischief Under $5000,2013,2,9XX W 26TH AVE,"900 W 26TH AVE ,Vancouver, Canada",49.24811,-123.124774
1269,Mischief Under $5000,2013,2,17XX COMMERCIAL DR,"1700 COMMERCIAL DR ,Vancouver, Canada",49.269422,-123.070085
1270,Mischief Under $5000,2013,2,20XX UPLAND DR,"2000 UPLAND DR ,Vancouver, Canada",49.218054,-123.066428
1271,Mischief Under $5000,2013,2,8XX RENFREW ST,"800 RENFREW ST ,Vancouver, Canada",49.277439,-123.044127
1272,Mischief Under $5000,2013,2,6XX SE MARINE DR,"600 SE MARINE DR ,Vancouver, Canada",49.210965,-123.093294
1273,Mischief Under $5000,2013,2,W 45TH AVE / YEW ST,"W 45TH AVE / YEW ST ,Vancouver, Canada",49.270597,-123.155051
1274,Mischief Under $5000,2013,2,13XX HOMER ST,"1300 HOMER ST ,Vancouver, Canada",49.274225,-123.124822
1275,Mischief Under $5000,2013,2,5XX DUNSMUIR ST,"500 DUNSMUIR ST ,Vancouver, Canada",49.282484,-123.114498
1276,Mischief Under $5000,2013,2,21XX E HASTINGS ST,"2100 E HASTINGS ST ,Vancouver, Canada",49.281183,-123.061795
1277,Mischief Under $5000,2013,2,5XX BEATTY ST,"500 BEATTY ST ,Vancouver, Canada",49.28122,-123.108458
1278,Mischief Under $5000,2013,2,12XX BEACH AVE,"1200 BEACH AVE ,Vancouver, Canada",49.279219,-123.137063
1279,Mischief Under $5000,2013,2,21XX CASSIAR ST,"2100 CASSIAR ST ,Vancouver, Canada",49.264699,-123.031008
1280,Mischief Under $5000,2013,2,38XX W 30TH AVE,"3800 W 30TH AVE ,Vancouver, Canada",49.245233,-123.188109
1281,Mischief Under $5000,2013,2,31XX E 15TH AVE,"3100 E 15TH AVE ,Vancouver, Canada",49.256369,-123.039079
1282,Mischief Under $5000,2013,2,9XX BEATTY ST,"900 BEATTY ST ,Vancouver, Canada",49.276616,-123.115456
1283,Mischief Under $5000,2013,2,ARBUTUS ST / W 12TH AVE,"ARBUTUS ST / W 12TH AVE ,Vancouver, Canada",49.26053,-123.123103
1284,Mischief Under $5000,2013,2,1XX W 15TH AVE,"100 W 15TH AVE ,Vancouver, Canada",49.257635,-123.106889
1285,Mischief Under $5000,2013,2,35XX LOUGHEED HWY,"3500 LOUGHEED HWY ,Vancouver, Canada",49.262873,-123.029405
1286,Mischief Under $5000,2013,2,32XX E 58TH AVE,"3200 E 58TH AVE ,Vancouver, Canada",49.217244,-123.037924
1287,Mischief Under $5000,2013,2,5XX KASLO ST,"500 KASLO ST ,Vancouver, Canada",49.280213,-123.046712
1288,Mischief Under $5000,2013,2,CAMBIE ST / W 29TH AVE,"CAMBIE ST / W 29TH AVE ,Vancouver, Canada",49.245188,-123.116468
1289,Mischief Under $5000,2013,2,3XX E HASTINGS ST,"300 E HASTINGS ST ,Vancouver, Canada",49.281302,-123.097474
1290,Mischief Under $5000,2013,2,22XX PANDORA ST,"2200 PANDORA ST ,Vancouver, Canada",49.283007,-123.059721
1291,Mischief Under $5000,2013,2,14XX W GEORGIA ST,"1400 W GEORGIA ST ,Vancouver, Canada",49.289139,-123.128251
1292,Mischief Under $5000,2013,2,8XX HAMILTON ST,"800 HAMILTON ST ,Vancouver, Canada",49.278913,-123.115841
1293,Mischief Under $5000,2013,2,35XX W 37TH AVE,"3500 W 37TH AVE ,Vancouver, Canada",49.238593,-123.181991
1294,Mischief Under $5000,2013,2,DAVIE ST / THURLOW ST,"DAVIE ST / THURLOW ST ,Vancouver, Canada",49.28807,-123.119555
1295,Mischief Under $5000,2013,2,18XX CYPRESS ST,"1800 CYPRESS ST ,Vancouver, Canada",49.269587,-123.147917
1296,Mischief Under $5000,2013,2,4XX MAIN ST,"400 MAIN ST ,Vancouver, Canada",49.282225,-123.09958
1297,Mischief Under $5000,2013,2,37XX ST GEORGE ST,"3700 ST GEORGE ST ,Vancouver, Canada",49.251973,-123.093962
1298,Mischief Under $5000,2013,2,6XX GRANVILLE ST,"600 GRANVILLE ST ,Vancouver, Canada",49.283586,-123.116467
1299,Mischief Under $5000,2013,2,19XX E 41ST AVE,"1900 E 41ST AVE ,Vancouver, Canada",49.232568,-123.066977
1300,Mischief Under $5000,2013,2,E 20TH AVE / PRINCE ALBERT ST,"E 20TH AVE / PRINCE ALBERT ST ,Vancouver, Canada",0.0,0.0
1301,Mischief Under $5000,2013,2,12XX COMOX ST,"1200 COMOX ST ,Vancouver, Canada",49.283202,-123.131236
1302,Mischief Under $5000,2013,2,28XX W BROADWAY AVE,"2800 W BROADWAY AVE ,Vancouver, Canada",49.264038,-123.168086
1303,Mischief Under $5000,2013,2,29XX ROSEMONT DR,"2900 ROSEMONT DR ,Vancouver, Canada",49.217434,-123.047131
1304,Mischief Under $5000,2013,2,HAMILTON ST / W GEORGIA ST,"HAMILTON ST / W GEORGIA ST ,Vancouver, Canada",49.281679,-123.116956
1305,Mischief Under $5000,2013,2,10XX BROUGHTON ST,"1000 BROUGHTON ST ,Vancouver, Canada",49.285843,-123.133033
1306,Mischief Under $5000,2013,2,8XX GRIFFITHS WAY,"800 GRIFFITHS WAY ,Vancouver, Canada",49.277965,-123.110181
1307,Mischief Under $5000,2013,2,12XX E 19TH AVE,"1200 E 19TH AVE ,Vancouver, Canada",49.253549,-123.079816
1308,Mischief Under $5000,2013,2,35XX E HASTINGS ST,"3500 E HASTINGS ST ,Vancouver, Canada",49.281124,-123.028329
1309,Mischief Under $5000,2013,2,35XX WELLINGTON AVE,"3500 WELLINGTON AVE ,Vancouver, Canada",49.24004,-123.030127
1310,Mischief Under $5000,2013,2,10XX GRANVILLE ST,"1000 GRANVILLE ST ,Vancouver, Canada",49.279265,-123.123024
1311,Mischief Under $5000,2013,2,2XX E PENDER ST,"200 E PENDER ST ,Vancouver, Canada",49.280446,-123.100222
1312,Mischief Under $5000,2013,2,BLENHEIM ST / W BROADWAY AVE,"BLENHEIM ST / W BROADWAY AVE ,Vancouver, Canada",49.263086,-123.108149
1313,Mischief Under $5000,2013,2,3XX HOMER ST,"300 HOMER ST ,Vancouver, Canada",49.284091,-123.110013
1314,Mischief Under $5000,2013,2,8XX E 10TH AVE,"800 E 10TH AVE ,Vancouver, Canada",49.261529,-123.087182
1315,Mischief Under $5000,2013,2,30XX E 28TH AVE,"3000 E 28TH AVE ,Vancouver, Canada",49.245404,-123.041652
1316,Mischief Under $5000,2013,2,8XX W 12TH AVE,"800 W 12TH AVE ,Vancouver, Canada",49.260518,-123.122397
1317,Mischief Under $5000,2013,2,30XX E 28TH AVE,"3000 E 28TH AVE ,Vancouver, Canada",49.245404,-123.041652
1318,Mischief Under $5000,2013,2,INDUSTRIAL AVE / STATION ST,"INDUSTRIAL AVE / STATION ST ,Vancouver, Canada",49.276112,-123.099044
1319,Mischief Under $5000,2013,2,4XX W 17TH AVE,"400 W 17TH AVE ,Vancouver, Canada",49.255798,-123.112533
1320,Mischief Under $5000,2013,2,HEMLOCK ST / W 10TH AVE,"HEMLOCK ST / W 10TH AVE ,Vancouver, Canada",49.262205,-123.11316
1321,Mischief Under $5000,2013,2,14XX E 8TH AVE,"1400 E 8TH AVE ,Vancouver, Canada",49.263314,-123.075325
1322,Mischief Under $5000,2013,2,13XX E 2ND AVE,"1300 E 2ND AVE ,Vancouver, Canada",49.268765,-123.077402
1323,Mischief Under $5000,2013,2,22XX OXFORD ST,"2200 OXFORD ST ,Vancouver, Canada",49.285712,-123.059627
1324,Mischief Under $5000,2013,2,23XX BAYSWATER ST,"2300 BAYSWATER ST ,Vancouver, Canada",49.265819,-123.171178
1325,Mischief Under $5000,2013,2,10XX HORNBY ST,"1000 HORNBY ST ,Vancouver, Canada",49.280491,-123.124927
1326,Mischief Under $5000,2013,2,36XX W 36TH AVE,"3600 W 36TH AVE ,Vancouver, Canada",49.239515,-123.18551
1327,Mischief Under $5000,2013,2,13XX W 12TH AVE,"1300 W 12TH AVE ,Vancouver, Canada",49.260703,-123.13383
1328,Mischief Under $5000,2013,2,3XX DUNSMUIR ST,"300 DUNSMUIR ST ,Vancouver, Canada",49.281275,-123.112836
1329,Mischief Under $5000,2013,2,BALACLAVA ST / W 51ST AVE,"BALACLAVA ST / W 51ST AVE ,Vancouver, Canada",49.224872,-123.147001
1330,Mischief Under $5000,2013,2,17XX VENABLES ST,"1700 VENABLES ST ,Vancouver, Canada",49.276659,-123.069594
1331,Mischief Under $5000,2013,2,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
1332,Mischief Under $5000,2013,2,6XX E 8TH AVE,"600 E 8TH AVE ,Vancouver, Canada",49.263436,-123.09095
1333,Mischief Under $5000,2013,2,27XX W 41ST AVE,"2700 W 41ST AVE ,Vancouver, Canada",49.234733,-123.16583
1334,Mischief Under $5000,2013,2,8XX HOWE ST,"800 HOWE ST ,Vancouver, Canada",49.282016,-123.120805
1335,Mischief Under $5000,2013,2,35XX NAPLES WAY,"3500 NAPLES WAY ,Vancouver, Canada",49.208819,-123.029129
1336,Mischief Under $5000,2013,2,34XX WELLINGTON AVE,"3400 WELLINGTON AVE ,Vancouver, Canada",49.241217,-123.033001
1337,Mischief Under $5000,2013,2,ALBERNI ST / THURLOW ST,"ALBERNI ST / THURLOW ST ,Vancouver, Canada",49.28807,-123.119555
1338,Mischief Under $5000,2013,2,7XX W GEORGIA ST,"700 W GEORGIA ST ,Vancouver, Canada",49.282553,-123.118174
1339,Mischief Under $5000,2013,2,7XX PACIFIC BLVD,"700 PACIFIC BLVD ,Vancouver, Canada",49.276711,-123.109142
1340,Mischief Under $5000,2013,2,34XX WELLINGTON AVE,"3400 WELLINGTON AVE ,Vancouver, Canada",49.241217,-123.033001
1341,Mischief Under $5000,2013,2,16XX BARCLAY ST,"1600 BARCLAY ST ,Vancouver, Canada",49.288037,-123.134418
1342,Mischief Under $5000,2013,2,63XX VICTORIA DR,"6300 VICTORIA DR ,Vancouver, Canada",49.227178,-123.065678
1343,Mischief Under $5000,2013,2,13XX HOMER ST,"1300 HOMER ST ,Vancouver, Canada",49.274225,-123.124822
1344,Mischief Under $5000,2013,2,1XX E 63RD AVE,"100 E 63RD AVE ,Vancouver, Canada",49.21329,-123.104403
1345,Mischief Under $5000,2013,2,21XX MAIN ST,"2100 MAIN ST ,Vancouver, Canada",49.266405,-123.100847
1346,Mischief Under $5000,2013,2,4XX W GEORGIA ST,"400 W GEORGIA ST ,Vancouver, Canada",49.280753,-123.115496
1347,Mischief Under $5000,2013,2,1XX W 47TH AVE,"100 W 47TH AVE ,Vancouver, Canada",49.227698,-123.108313
1348,Mischief Under $5000,2013,2,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
1349,Mischief Under $5000,2013,2,11XX DAVIE ST,"1100 DAVIE ST ,Vancouver, Canada",49.280571,-123.131325
1350,Mischief Under $5000,2013,2,1XX GORE AVE,"100 GORE AVE ,Vancouver, Canada",49.283831,-123.097804
1351,Mischief Under $5000,2013,2,11XX CHESTNUT ST,"1100 CHESTNUT ST ,Vancouver, Canada",49.275814,-123.146138
1352,Mischief Under $5000,2013,2,11XX FRANKLIN ST,"1100 FRANKLIN ST ,Vancouver, Canada",49.282314,-123.081272
1353,Mischief Under $5000,2013,2,7XX GRANVILLE ST,"700 GRANVILLE ST ,Vancouver, Canada",49.282527,-123.118143
1354,Mischief Under $5000,2013,2,32XX E 14TH AVE,"3200 E 14TH AVE ,Vancouver, Canada",49.257231,-123.03654
1355,Mischief Under $5000,2013,2,CAMBIE ST / SMITHE ST,"CAMBIE ST / SMITHE ST ,Vancouver, Canada",49.278884,-123.11921
1356,Mischief Under $5000,2013,2,5XX E 41ST AVE,"500 E 41ST AVE ,Vancouver, Canada",49.232932,-123.094669
1357,Mischief Under $5000,2013,2,14XX ADANAC ST,"1400 ADANAC ST ,Vancouver, Canada",49.277642,-123.075421
1358,Mischief Under $5000,2013,2,3XX ALEXANDER ST,"300 ALEXANDER ST ,Vancouver, Canada",49.284067,-123.097836
1359,Mischief Under $5000,2013,2,32XX E 14TH AVE,"3200 E 14TH AVE ,Vancouver, Canada",49.257231,-123.03654
1360,Mischief Under $5000,2013,2,11XX W 14TH AVE,"1100 W 14TH AVE ,Vancouver, Canada",49.258757,-123.129153
1361,Mischief Under $5000,2013,2,19XX HARO ST,"1900 HARO ST ,Vancouver, Canada",49.291838,-123.138161
1362,Mischief Under $5000,2013,2,7XX E 15TH AVE,"700 E 15TH AVE ,Vancouver, Canada",49.257146,-123.089114
1363,Mischief Under $5000,2013,2,1XX ALEXANDER ST,"100 ALEXANDER ST ,Vancouver, Canada",49.283791,-123.102162
1364,Mischief Under $5000,2013,2,2XX E PENDER ST,"200 E PENDER ST ,Vancouver, Canada",49.280446,-123.100222
1365,Mischief Under $5000,2013,2,28XX CHEYENNE AVE,"2800 CHEYENNE AVE ,Vancouver, Canada",49.241101,-123.047841
1366,Mischief Under $5000,2013,2,27XX MAIN ST,"2700 MAIN ST ,Vancouver, Canada",49.261117,-123.10096
1367,Mischief Under $5000,2013,2,15XX CLARK DR,"1500 CLARK DR ,Vancouver, Canada",49.271539,-123.077342
1368,Mischief Under $5000,2013,2,7XX CARDERO ST,"700 CARDERO ST ,Vancouver, Canada",49.290555,-123.1306
1369,Mischief Under $5000,2013,2,15XX W BROADWAY AVE,"1500 W BROADWAY AVE ,Vancouver, Canada",49.263566,-123.138572
1370,Mischief Under $5000,2013,2,COLUMBIA ST / POWELL ST,"COLUMBIA ST / POWELL ST ,Vancouver, Canada",49.283258,-123.10398
1371,Mischief Under $5000,2013,2,32XX E 14TH AVE,"3200 E 14TH AVE ,Vancouver, Canada",49.257231,-123.03654
1372,Mischief Under $5000,2013,2,21XX E 6TH AVE,"2100 E 6TH AVE ,Vancouver, Canada",49.265008,-123.061977
1373,Mischief Under $5000,2013,2,12XX W BROADWAY AVE,"1200 W BROADWAY AVE ,Vancouver, Canada",49.263493,-123.131445
1374,Mischief Under $5000,2013,2,22XX E 41ST AVE,"2200 E 41ST AVE ,Vancouver, Canada",49.232891,-123.062107
1375,Mischief Under $5000,2013,2,70XX MONT ROYAL SQ,"7000 MONT ROYAL SQ ,Vancouver, Canada",49.220148,-123.037964
1376,Mischief Under $5000,2013,2,35XX CAMBRIDGE ST,"3500 CAMBRIDGE ST ,Vancouver, Canada",49.286694,-123.028394
1377,Mischief Under $5000,2013,2,12XX W BROADWAY AVE,"1200 W BROADWAY AVE ,Vancouver, Canada",49.263493,-123.131445
1378,Mischief Under $5000,2013,2,14XX E 41ST AVE,"1400 E 41ST AVE ,Vancouver, Canada",49.232664,-123.076951
1379,Mischief Under $5000,2013,2,5XX E HASTINGS ST,"500 E HASTINGS ST ,Vancouver, Canada",49.281224,-123.093424
1380,Mischief Under $5000,2013,2,33XX AUSTREY AVE,"3300 AUSTREY AVE ,Vancouver, Canada",49.238246,-123.035816
1381,Mischief Under $5000,2013,2,ALBERTA ST / W BROADWAY AVE,"ALBERTA ST / W BROADWAY AVE ,Vancouver, Canada",49.263086,-123.108149
