index,TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEWADDRESS,lat,lon
7305,Theft Of Auto Under $5000,2013,6,E 44TH AVE / VICTORIA DR,"E 44TH AVE / VICTORIA DR ,Vancouver, Canada",0.0,0.0
7306,Theft Of Auto Under $5000,2013,6,4XX CAMBIE ST,"400 CAMBIE ST ,Vancouver, Canada",49.282319,-123.10962
7307,Theft Of Auto Under $5000,2013,6,9XX MAIN ST,"900 MAIN ST ,Vancouver, Canada",49.276775,-123.099779
7308,Theft Of Auto Under $5000,2013,6,ONTARIO ST / W 8TH AVE,"ONTARIO ST / W 8TH AVE ,Vancouver, Canada",49.26431,-123.12532
7309,Theft Of Auto Under $5000,2013,6,E 4TH AVE / LAKEWOOD DR,"E 4TH AVE / LAKEWOOD DR ,Vancouver, Canada",49.284131,-123.061646
7310,Theft Of Auto Under $5000,2013,6,MATHESON CRES / SE MARINE DR,"MATHESON CRES / SE MARINE DR ,Vancouver, Canada",49.212156,-123.105675
7311,Theft Of Auto Under $5000,2013,6,8XX E PENDER ST,"800 E PENDER ST ,Vancouver, Canada",49.280157,-123.087211
7312,Theft Of Auto Under $5000,2013,6,34XX TERRA VITA PL,"3400 TERRA VITA PL ,Vancouver, Canada",49.276644,-123.030497
7313,Theft Of Auto Under $5000,2013,6,COLUMBIA ST / W 11TH AVE,"COLUMBIA ST / W 11TH AVE ,Vancouver, Canada",49.261217,-123.108262
7314,Theft Of Auto Under $5000,2013,6,82XX BORDEN ST,"8200 BORDEN ST ,Vancouver, Canada",49.210089,-123.073991
7315,Theft Of Auto Under $5000,2013,6,6XX EVANS AVE,"600 EVANS AVE ,Vancouver, Canada",49.27273,-123.092767
7316,Theft Of Auto Under $5000,2013,6,22XX E 40TH AVE,"2200 E 40TH AVE ,Vancouver, Canada",49.233909,-123.062117
7317,Theft Of Auto Under $5000,2013,6,9XX TERMINAL AVE,"900 TERMINAL AVE ,Vancouver, Canada",49.269689,-123.083806
7318,Theft Of Auto Under $5000,2013,6,21XX W 39TH AVE,"2100 W 39TH AVE ,Vancouver, Canada",49.236441,-123.156088
7319,Theft Of Auto Under $5000,2013,6,2XX E 1ST AVE,"200 E 1ST AVE ,Vancouver, Canada",49.270118,-123.100579
7320,Theft Of Auto Under $5000,2013,6,24XX UPLAND DR,"2400 UPLAND DR ,Vancouver, Canada",49.217968,-123.057996
7321,Theft Of Auto Under $5000,2013,6,8XX E 8TH AVE,"800 E 8TH AVE ,Vancouver, Canada",49.263426,-123.087153
7322,Theft Of Auto Under $5000,2013,6,25XX WINDSOR ST,"2500 WINDSOR ST ,Vancouver, Canada",49.262504,-123.083295
7323,Theft Of Auto Under $5000,2013,6,23XX SCOTIA ST,"2300 SCOTIA ST ,Vancouver, Canada",49.264663,-123.098893
7324,Theft Of Auto Under $5000,2013,6,23XX W 4TH AVE,"2300 W 4TH AVE ,Vancouver, Canada",49.268208,-123.157501
7325,Theft Of Auto Under $5000,2013,6,63XX QUEBEC ST,"6300 QUEBEC ST ,Vancouver, Canada",49.227616,-123.103739
7326,Theft Of Auto Under $5000,2013,6,9XX GEORGE ST,"900 GEORGE ST ,Vancouver, Canada",49.2768,-123.079983
7327,Theft Of Auto Under $5000,2013,6,54XX DUMFRIES ST,"5400 DUMFRIES ST ,Vancouver, Canada",49.235598,-123.074189
7328,Theft Of Auto Under $5000,2013,6,14XX STATION ST,"1400 STATION ST ,Vancouver, Canada",49.271815,-123.098054
7329,Theft Of Auto Under $5000,2013,6,62XX FLEMING ST,"6200 FLEMING ST ,Vancouver, Canada",49.228008,-123.073058
7330,Theft Of Auto Under $5000,2013,6,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
7331,Theft Of Auto Under $5000,2013,6,34XX E 29TH AVE,"3400 E 29TH AVE ,Vancouver, Canada",49.244493,-123.031069
7332,Theft Of Auto Under $5000,2013,6,34XX PORTER ST,"3400 PORTER ST ,Vancouver, Canada",49.254804,-123.066091
7333,Theft Of Auto Under $5000,2013,6,17XX E 46TH AVE,"1700 E 46TH AVE ,Vancouver, Canada",49.228525,-123.07166
7334,Theft Of Auto Under $5000,2013,6,BOUNDARY RD / MARINE WAY,"BOUNDARY RD / MARINE WAY ,Vancouver, Canada",49.20677,-123.028813
7335,Theft Of Auto Under $5000,2013,6,BALSAM ST / W 39TH AVE,"BALSAM ST / W 39TH AVE ,Vancouver, Canada",49.235499,-123.10572
7336,Theft Of Auto Under $5000,2013,6,39XX W 38TH AVE,"3900 W 38TH AVE ,Vancouver, Canada",49.237604,-123.190947
7337,Theft Of Auto Under $5000,2013,6,13XX VICTORIA DR,"1300 VICTORIA DR ,Vancouver, Canada",49.272733,-123.065685
7338,Theft Of Auto Under $5000,2013,6,7XX DRAKE ST,"700 DRAKE ST ,Vancouver, Canada",49.276044,-123.127689
7339,Theft Of Auto Under $5000,2013,6,62XX KILLARNEY ST,"6200 KILLARNEY ST ,Vancouver, Canada",49.226529,-123.045599
7340,Theft Of Auto Under $5000,2013,6,33XX FIELDSTONE AVE,"3300 FIELDSTONE AVE ,Vancouver, Canada",49.207988,-123.03538
7341,Theft Of Auto Under $5000,2013,6,BIDWELL ST / NELSON ST,"BIDWELL ST / NELSON ST ,Vancouver, Canada",49.274912,-123.115956
7342,Theft Of Auto Under $5000,2013,6,9XX W 18TH AVE,"900 W 18TH AVE ,Vancouver, Canada",49.255283,-123.124411
7343,Theft Of Auto Under $5000,2013,6,BURNABY ST / NICOLA ST,"BURNABY ST / NICOLA ST ,Vancouver, Canada",49.290772,-123.127949
7344,Theft Of Auto Under $5000,2013,6,12XX SEYMOUR ST,"1200 SEYMOUR ST ,Vancouver, Canada",49.27651,-123.125199
7345,Theft Of Auto Under $5000,2013,6,26XX W 4TH AVE,"2600 W 4TH AVE ,Vancouver, Canada",49.268292,-123.164628
7346,Theft Of Auto Under $5000,2013,6,CYPRESS ST / WHYTE AVE,"CYPRESS ST / WHYTE AVE ,Vancouver, Canada",49.275786,-123.140415
7347,Theft Of Auto Under $5000,2013,6,15XX E 37TH AVE,"1500 E 37TH AVE ,Vancouver, Canada",49.2368,-123.074154
7348,Theft Of Auto Under $5000,2013,6,34XX CROWLEY DR,"3400 CROWLEY DR ,Vancouver, Canada",49.237474,-123.032583
7349,Theft Of Auto Under $5000,2013,6,KINGSWAY AVE / MCKINNON ST,"KINGSWAY AVE / MCKINNON ST ,Vancouver, Canada",49.226708,-123.038729
7350,Theft Of Auto Under $5000,2013,6,KERR ST / KINGSWAY AVE,"KERR ST / KINGSWAY AVE ,Vancouver, Canada",49.257407,-123.091358
7351,Theft Of Auto Under $5000,2013,6,7XX W 22ND AVE,"700 W 22ND AVE ,Vancouver, Canada",49.251587,-123.120284
7352,Commercial Break and Enter,2013,7,1XX ALEXANDER ST,"100 ALEXANDER ST ,Vancouver, Canada",49.283791,-123.102162
7353,Commercial Break and Enter,2013,7,18XX FRANCES ST,"1800 FRANCES ST ,Vancouver, Canada",49.279354,-123.068318
7354,Commercial Break and Enter,2013,7,18XX FRANCES ST,"1800 FRANCES ST ,Vancouver, Canada",49.279354,-123.068318
7355,Commercial Break and Enter,2013,7,22XX VINE ST,"2200 VINE ST ,Vancouver, Canada",49.266456,-123.157531
7356,Commercial Break and Enter,2013,7,17XX FRANCES ST,"1700 FRANCES ST ,Vancouver, Canada",49.279381,-123.070577
7357,Commercial Break and Enter,2013,7,11XX W HASTINGS ST,"1100 W HASTINGS ST ,Vancouver, Canada",49.287939,-123.119747
7358,Commercial Break and Enter,2013,7,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
7359,Commercial Break and Enter,2013,7,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
7360,Commercial Break and Enter,2013,7,26XX RUPERT ST,"2600 RUPERT ST ,Vancouver, Canada",49.262018,-123.033679
7361,Commercial Break and Enter,2013,7,87XX MANITOBA ST,"8700 MANITOBA ST ,Vancouver, Canada",49.207224,-123.110218
7362,Commercial Break and Enter,2013,7,7XX W GEORGIA ST,"700 W GEORGIA ST ,Vancouver, Canada",49.282553,-123.118174
7363,Commercial Break and Enter,2013,7,17XX E 1ST AVE,"1700 E 1ST AVE ,Vancouver, Canada",49.269613,-123.069631
7364,Commercial Break and Enter,2013,7,10XX CANADA PL,"1000 CANADA PL ,Vancouver, Canada",49.287442,-123.113152
7365,Commercial Break and Enter,2013,7,10XX E CORDOVA ST,"1000 E CORDOVA ST ,Vancouver, Canada",49.281931,-123.082353
7366,Commercial Break and Enter,2013,7,3XX TERMINAL AVE,"300 TERMINAL AVE ,Vancouver, Canada",49.272383,-123.098049
7367,Commercial Break and Enter,2013,7,5XX W GEORGIA ST,"500 W GEORGIA ST ,Vancouver, Canada",49.281226,-123.11626
7368,Commercial Break and Enter,2013,7,2XX ABBOTT ST,"200 ABBOTT ST ,Vancouver, Canada",49.283465,-123.106577
7369,Commercial Break and Enter,2013,7,26XX COMMERCIAL DR,"2600 COMMERCIAL DR ,Vancouver, Canada",49.261375,-123.06977
7370,Commercial Break and Enter,2013,7,E BROADWAY AVE / FRASER ST,"E BROADWAY AVE / FRASER ST ,Vancouver, Canada",0.0,0.0
7371,Commercial Break and Enter,2013,7,18XX W 5TH AVE,"1800 W 5TH AVE ,Vancouver, Canada",49.267155,-123.145703
7372,Commercial Break and Enter,2013,7,8XX CAMBIE ST,"800 CAMBIE ST ,Vancouver, Canada",49.278294,-123.114833
7373,Commercial Break and Enter,2013,7,18XX E GEORGIA ST,"1800 E GEORGIA ST ,Vancouver, Canada",49.278456,-123.068334
7374,Commercial Break and Enter,2013,7,10XX BROUGHTON ST,"1000 BROUGHTON ST ,Vancouver, Canada",49.285843,-123.133033
7375,Commercial Break and Enter,2013,7,13XX HORNBY ST,"1300 HORNBY ST ,Vancouver, Canada",49.277355,-123.129722
7376,Commercial Break and Enter,2013,7,24XX HEMLOCK ST,"2400 HEMLOCK ST ,Vancouver, Canada",49.26424,-123.136066
7377,Commercial Break and Enter,2013,7,1XX ALEXANDER ST,"100 ALEXANDER ST ,Vancouver, Canada",49.283791,-123.102162
7378,Commercial Break and Enter,2013,7,7XX W 6TH AVE,"700 W 6TH AVE ,Vancouver, Canada",49.265926,-123.119887
7379,Commercial Break and Enter,2013,7,10XX ALBERNI ST,"1000 ALBERNI ST ,Vancouver, Canada",49.284,-123.121747
7380,Commercial Break and Enter,2013,7,22XX W BROADWAY AVE,"2200 W BROADWAY AVE ,Vancouver, Canada",49.26388,-123.155507
7381,Commercial Break and Enter,2013,7,17XX E GEORGIA ST,"1700 E GEORGIA ST ,Vancouver, Canada",49.278482,-123.070314
7382,Commercial Break and Enter,2013,7,1XX WATER ST,"100 WATER ST ,Vancouver, Canada",49.283891,-123.106375
7383,Commercial Break and Enter,2013,7,6XX CLARK DR,"600 CLARK DR ,Vancouver, Canada",49.279552,-123.077155
7384,Commercial Break and Enter,2013,7,18XX MARITIME MEWS,"1800 MARITIME MEWS ,Vancouver, Canada",49.271024,-123.135991
7385,Commercial Break and Enter,2013,7,11XX W 70TH AVE,"1100 W 70TH AVE ,Vancouver, Canada",49.2085,-123.131604
7386,Commercial Break and Enter,2013,7,10XX MAINLAND ST,"1000 MAINLAND ST ,Vancouver, Canada",49.276591,-123.11903
7387,Commercial Break and Enter,2013,7,16XX E 6TH AVE,"1600 E 6TH AVE ,Vancouver, Canada",49.265102,-123.071606
7388,Commercial Break and Enter,2013,7,12XX HAMILTON ST,"1200 HAMILTON ST ,Vancouver, Canada",49.274726,-123.122886
7389,Commercial Break and Enter,2013,7,1XX W HASTINGS ST,"100 W HASTINGS ST ,Vancouver, Canada",49.282013,-123.107182
7390,Commercial Break and Enter,2013,7,16XX QUEBEC ST,"1600 QUEBEC ST ,Vancouver, Canada",49.271101,-123.102329
7391,Commercial Break and Enter,2013,7,20XX W 3RD AVE,"2000 W 3RD AVE ,Vancouver, Canada",49.268991,-123.150533
7392,Commercial Break and Enter,2013,7,5XX W HASTINGS ST,"500 W HASTINGS ST ,Vancouver, Canada",49.284091,-123.11194
7393,Commercial Break and Enter,2013,7,28XX E 1ST AVE,"2800 E 1ST AVE ,Vancouver, Canada",49.269274,-123.046846
7394,Commercial Break and Enter,2013,7,7XX DRAKE ST,"700 DRAKE ST ,Vancouver, Canada",49.276044,-123.127689
7395,Commercial Break and Enter,2013,7,23XX W 41ST AVE,"2300 W 41ST AVE ,Vancouver, Canada",49.234653,-123.159909
7396,Commercial Break and Enter,2013,7,1XX W BROADWAY AVE,"100 W BROADWAY AVE ,Vancouver, Canada",49.26305,-123.106831
7397,Commercial Break and Enter,2013,7,3XX RAILWAY ST,"300 RAILWAY ST ,Vancouver, Canada",49.284339,-123.097816
7398,Commercial Break and Enter,2013,7,10XX W GEORGIA ST,"1000 W GEORGIA ST ,Vancouver, Canada",49.284558,-123.121003
7399,Commercial Break and Enter,2013,7,12XX HAMILTON ST,"1200 HAMILTON ST ,Vancouver, Canada",49.274726,-123.122886
7400,Commercial Break and Enter,2013,7,36XX KINGSWAY AVE,"3600 KINGSWAY AVE ,Vancouver, Canada",49.232153,-123.025925
7401,Commercial Break and Enter,2013,7,2XX W BROADWAY AVE,"200 W BROADWAY AVE ,Vancouver, Canada",49.263118,-123.109468
7402,Commercial Break and Enter,2013,7,5XX E 5TH AVE,"500 E 5TH AVE ,Vancouver, Canada",49.26616,-123.092929
7403,Commercial Break and Enter,2013,7,34XX COMMERCIAL ST,"3400 COMMERCIAL ST ,Vancouver, Canada",49.254169,-123.067856
7404,Commercial Break and Enter,2013,7,5XX SEYMOUR ST,"500 SEYMOUR ST ,Vancouver, Canada",49.283999,-123.11393
7405,Commercial Break and Enter,2013,7,1XX ONTARIO PL,"100 ONTARIO PL ,Vancouver, Canada",49.232571,-123.103626
7406,Commercial Break and Enter,2013,7,27XX GUELPH ST,"2700 GUELPH ST ,Vancouver, Canada",49.260827,-123.094967
7407,Commercial Break and Enter,2013,7,21XX W 4TH AVE,"2100 W 4TH AVE ,Vancouver, Canada",49.268133,-123.152838
7408,Commercial Break and Enter,2013,7,18XX TRIUMPH ST,"1800 TRIUMPH ST ,Vancouver, Canada",49.283501,-123.068197
7409,Commercial Break and Enter,2013,7,23XX GRANVILLE ST,"2300 GRANVILLE ST ,Vancouver, Canada",49.265354,-123.138494
7410,Commercial Break and Enter,2013,7,10XX HOMER ST,"1000 HOMER ST ,Vancouver, Canada",49.276419,-123.121534
7411,Commercial Break and Enter,2013,7,2XX GRANVILLE ST,"200 GRANVILLE ST ,Vancouver, Canada",49.286376,-123.112283
7412,Commercial Break and Enter,2013,7,10XX HOMER ST,"1000 HOMER ST ,Vancouver, Canada",49.276419,-123.121534
7413,Commercial Break and Enter,2013,7,25XX QUEBEC ST,"2500 QUEBEC ST ,Vancouver, Canada",49.262968,-123.10296
7414,Commercial Break and Enter,2013,7,30XX GRANDVIEW HWY,"3000 GRANDVIEW HWY ,Vancouver, Canada",49.25813,-123.041613
7415,Commercial Break and Enter,2013,7,12XX BURNABY ST,"1200 BURNABY ST ,Vancouver, Canada",49.281071,-123.134457
7416,Commercial Break and Enter,2013,7,16XX SE MARINE DR,"1600 SE MARINE DR ,Vancouver, Canada",49.210994,-123.073818
7417,Commercial Break and Enter,2013,7,5XX SMITHE ST,"500 SMITHE ST ,Vancouver, Canada",49.278879,-123.119203
7418,Commercial Break and Enter,2013,7,7XX HORNBY ST,"700 HORNBY ST ,Vancouver, Canada",49.2837,-123.120191
7419,Commercial Break and Enter,2013,7,1XX KEEFER ST,"100 KEEFER ST ,Vancouver, Canada",49.279305,-123.102068
7420,Commercial Break and Enter,2013,7,46XX WALDEN ST,"4600 WALDEN ST ,Vancouver, Canada",49.243262,-123.099993
7421,Commercial Break and Enter,2013,7,3XX WATER ST,"300 WATER ST ,Vancouver, Canada",49.284366,-123.108909
7422,Commercial Break and Enter,2013,7,6XX E 6TH AVE,"600 E 6TH AVE ,Vancouver, Canada",49.265273,-123.0909
7423,Commercial Break and Enter,2013,7,19XX E HASTINGS ST,"1900 E HASTINGS ST ,Vancouver, Canada",49.281174,-123.065569
7424,Commercial Break and Enter,2013,7,29XX VIRTUAL WAY,"2900 VIRTUAL WAY ,Vancouver, Canada",49.261064,-123.044203
7425,Commercial Break and Enter,2013,7,13XX W GEORGIA ST,"1300 W GEORGIA ST ,Vancouver, Canada",49.288122,-123.126825
7426,Commercial Break and Enter,2013,7,3XX MAIN ST,"300 MAIN ST ,Vancouver, Canada",50.317143,-122.718565
7427,Commercial Break and Enter,2013,7,15XX PENDRELL ST,"1500 PENDRELL ST ,Vancouver, Canada",49.285282,-123.136496
7428,Commercial Break and Enter,2013,7,87XX MANITOBA ST,"8700 MANITOBA ST ,Vancouver, Canada",49.207224,-123.110218
7429,Commercial Break and Enter,2013,7,12XX CARDERO ST,"1200 CARDERO ST ,Vancouver, Canada",49.285193,-123.138718
7430,Commercial Break and Enter,2013,7,17XX VENABLES ST,"1700 VENABLES ST ,Vancouver, Canada",49.276659,-123.069594
7431,Commercial Break and Enter,2013,7,9XX SEYMOUR ST,"900 SEYMOUR ST ,Vancouver, Canada",49.279657,-123.120459
7432,Commercial Break and Enter,2013,7,23XX CAMBIE ST,"2300 CAMBIE ST ,Vancouver, Canada",49.264923,-123.114702
7433,Commercial Break and Enter,2013,7,15XX W 11TH AVE,"1500 W 11TH AVE ,Vancouver, Canada",49.261713,-123.138626
7434,Commercial Break and Enter,2013,7,9XX W HASTINGS ST,"900 W HASTINGS ST ,Vancouver, Canada",49.286593,-123.115832
7435,Commercial Break and Enter,2013,7,10XX GRANVILLE ST,"1000 GRANVILLE ST ,Vancouver, Canada",49.279265,-123.123024
7436,Commercial Break and Enter,2013,7,10XX CANADA PL,"1000 CANADA PL ,Vancouver, Canada",49.287442,-123.113152
7437,Commercial Break and Enter,2013,7,2XX BURRARD ST,"200 BURRARD ST ,Vancouver, Canada",49.288148,-123.115438
7438,Commercial Break and Enter,2013,7,9XX W 8TH AVE,"900 W 8TH AVE ,Vancouver, Canada",49.264282,-123.12425
7439,Commercial Break and Enter,2013,7,9XX W 8TH AVE,"900 W 8TH AVE ,Vancouver, Canada",49.264282,-123.12425
7440,Commercial Break and Enter,2013,7,22XX W 4TH AVE,"2200 W 4TH AVE ,Vancouver, Canada",49.268165,-123.155173
7441,Commercial Break and Enter,2013,7,11XX GILFORD ST,"1100 GILFORD ST ,Vancouver, Canada",49.289234,-123.141945
7442,Commercial Break and Enter,2013,7,8XX SALSBURY DR,"800 SALSBURY DR ,Vancouver, Canada",49.277332,-123.068354
7443,Commercial Break and Enter,2013,7,15XX CHARLES ST,"1500 CHARLES ST ,Vancouver, Canada",49.273051,-123.073662
7444,Commercial Break and Enter,2013,7,23XX GRANVILLE ST,"2300 GRANVILLE ST ,Vancouver, Canada",49.265354,-123.138494
7445,Commercial Break and Enter,2013,7,9XX W HASTINGS ST,"900 W HASTINGS ST ,Vancouver, Canada",49.286593,-123.115832
7446,Commercial Break and Enter,2013,7,11XX HAMILTON ST,"1100 HAMILTON ST ,Vancouver, Canada",49.275925,-123.121068
7447,Commercial Break and Enter,2013,7,7XX W GEORGIA ST,"700 W GEORGIA ST ,Vancouver, Canada",49.282553,-123.118174
7448,Commercial Break and Enter,2013,7,13XX E KENT N AVE,"1300 E KENT N AVE ,Vancouver, Canada",49.263566,-123.138572
7449,Commercial Break and Enter,2013,7,91XX BENTLEY ST,"9100 BENTLEY ST ,Vancouver, Canada",49.204066,-123.142777
7450,Commercial Break and Enter,2013,7,82XX ONTARIO ST,"8200 ONTARIO ST ,Vancouver, Canada",49.210843,-123.106649
7451,Commercial Break and Enter,2013,7,70XX MONT ROYAL SQ,"7000 MONT ROYAL SQ ,Vancouver, Canada",49.220148,-123.037964
7452,Commercial Break and Enter,2013,7,11XX ALBERNI ST,"1100 ALBERNI ST ,Vancouver, Canada",49.285575,-123.124159
7453,Commercial Break and Enter,2013,7,69XX VICTORIA DR,"6900 VICTORIA DR ,Vancouver, Canada",49.221028,-123.065897
7454,Commercial Break and Enter,2013,7,89XX STANLEY PARK DR,"8900 STANLEY PARK DR ,Vancouver, Canada",49.293011,-123.147999
7455,Commercial Break and Enter,2013,7,36XX W BROADWAY AVE,"3600 W BROADWAY AVE ,Vancouver, Canada",49.264366,-123.185864
7456,Commercial Break and Enter,2013,7,2XX W 2ND AVE,"200 W 2ND AVE ,Vancouver, Canada",49.269233,-123.10943
7457,Commercial Break and Enter,2013,7,26XX COMMERCIAL DR,"2600 COMMERCIAL DR ,Vancouver, Canada",49.261375,-123.06977
7458,Commercial Break and Enter,2013,7,18XX W 1ST AVE,"1800 W 1ST AVE ,Vancouver, Canada",49.270677,-123.146058
7459,Commercial Break and Enter,2013,7,24XX W BROADWAY AVE,"2400 W BROADWAY AVE ,Vancouver, Canada",49.263943,-123.160024
7460,Commercial Break and Enter,2013,7,12XX E HASTINGS ST,"1200 E HASTINGS ST ,Vancouver, Canada",49.281074,-123.079171
7461,Commercial Break and Enter,2013,7,1XX PRINCESS AVE,"100 PRINCESS AVE ,Vancouver, Canada",49.283944,-123.091363
7462,Commercial Break and Enter,2013,7,1XX DUNLEVY AVE,"100 DUNLEVY AVE ,Vancouver, Canada",49.284017,-123.095293
7463,Commercial Break and Enter,2013,7,24XX YEW ST,"2400 YEW ST ,Vancouver, Canada",49.264795,-123.155264
7464,Commercial Break and Enter,2013,7,16XX GRANVILLE ST,"1600 GRANVILLE ST ,Vancouver, Canada",49.273629,-123.131653
7465,Commercial Break and Enter,2013,7,11XX W HASTINGS ST,"1100 W HASTINGS ST ,Vancouver, Canada",49.287939,-123.119747
7466,Commercial Break and Enter,2013,7,9XX W GEORGIA ST,"900 W GEORGIA ST ,Vancouver, Canada",49.283683,-123.120116
7467,Commercial Break and Enter,2013,7,34XX MAIN ST,"3400 MAIN ST ,Vancouver, Canada",49.254463,-123.100863
7468,Commercial Break and Enter,2013,7,16XX SE MARINE DR,"1600 SE MARINE DR ,Vancouver, Canada",49.210994,-123.073818
7469,Commercial Break and Enter,2013,7,4XX W 12TH AVE,"400 W 12TH AVE ,Vancouver, Canada",49.260384,-123.112987
7470,Commercial Break and Enter,2013,7,1XX WATER ST,"100 WATER ST ,Vancouver, Canada",49.283891,-123.106375
7471,Commercial Break and Enter,2013,7,26XX VICTORIA DR,"2600 VICTORIA DR ,Vancouver, Canada",49.261337,-123.065914
7472,Commercial Break and Enter,2013,7,1XX SALSBURY DR,"100 SALSBURY DR ,Vancouver, Canada",49.284254,-123.068196
7473,Commercial Break and Enter,2013,7,6XX HOWE ST,"600 HOWE ST ,Vancouver, Canada",49.28422,-123.11736
7474,Commercial Break and Enter,2013,7,18XX W 1ST AVE,"1800 W 1ST AVE ,Vancouver, Canada",49.270677,-123.146058
7475,Commercial Break and Enter,2013,7,5XX NELSON ST,"500 NELSON ST ,Vancouver, Canada",49.278101,-123.121256
7476,Commercial Break and Enter,2013,7,4XX W GEORGIA ST,"400 W GEORGIA ST ,Vancouver, Canada",49.280753,-123.115496
7477,Commercial Break and Enter,2013,7,63XX FRASER ST,"6300 FRASER ST ,Vancouver, Canada",49.227384,-123.090618
7478,Commercial Break and Enter,2013,7,2XX ROBSON ST,"200 ROBSON ST ,Vancouver, Canada",49.278046,-123.1147
7479,Commercial Break and Enter,2013,7,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
7480,Commercial Break and Enter,2013,7,4XX PRIOR ST,"400 PRIOR ST ,Vancouver, Canada",49.276691,-123.09566
7481,Commercial Break and Enter,2013,7,14XX W PENDER ST,"1400 W PENDER ST ,Vancouver, Canada",49.289524,-123.127263
7482,Commercial Break and Enter,2013,7,42XX MAIN ST,"4200 MAIN ST ,Vancouver, Canada",49.247628,-123.101144
7483,Commercial Break and Enter,2013,7,7XX NELSON ST,"700 NELSON ST ,Vancouver, Canada",49.279265,-123.123024
7484,Commercial Break and Enter,2013,7,85XX KINROSS ST,"8500 KINROSS ST ,Vancouver, Canada",49.206512,-123.036747
7485,Commercial Break and Enter,2013,7,11XX ROBSON ST,"1100 ROBSON ST ,Vancouver, Canada",49.28471,-123.124857
7486,Commercial Break and Enter,2013,7,16XX E 8TH AVE,"1600 E 8TH AVE ,Vancouver, Canada",49.263279,-123.071777
7487,Commercial Break and Enter,2013,7,23XX TRIUMPH ST,"2300 TRIUMPH ST ,Vancouver, Canada",49.283902,-123.057626
7488,Mischief Over $5000,2013,7,19XX E BROADWAY AVE,"1900 E BROADWAY AVE ,Vancouver, Canada",49.26224,-123.065301
7489,Mischief Over $5000,2013,7,58XX LATTA ST,"5800 LATTA ST ,Vancouver, Canada",49.230901,-123.034555
7490,Mischief Over $5000,2013,7,8XX NELSON ST,"800 NELSON ST ,Vancouver, Canada",49.280007,-123.124018
7491,Mischief Under $5000,2013,7,7XX E HASTINGS ST,"700 E HASTINGS ST ,Vancouver, Canada",49.281182,-123.089348
7492,Mischief Under $5000,2013,7,71XX MONT ROYAL SQ,"7100 MONT ROYAL SQ ,Vancouver, Canada",49.219375,-123.037849
7493,Mischief Under $5000,2013,7,6XX W 41ST AVE,"600 W 41ST AVE ,Vancouver, Canada",49.23354,-123.117829
7494,Mischief Under $5000,2013,7,88XX SELKIRK ST,"8800 SELKIRK ST ,Vancouver, Canada",49.205683,-123.133389
7495,Mischief Under $5000,2013,7,23XX SASAMAT ST,"2300 SASAMAT ST ,Vancouver, Canada",49.266453,-123.208989
7496,Mischief Under $5000,2013,7,7XX BURRARD ST,"700 BURRARD ST ,Vancouver, Canada",49.285017,-123.12019
7497,Mischief Under $5000,2013,7,5XX BURRARD ST,"500 BURRARD ST ,Vancouver, Canada",49.286335,-123.118201
7498,Mischief Under $5000,2013,7,DUNLEVY AVE / E PENDER ST,"DUNLEVY AVE / E PENDER ST ,Vancouver, Canada",49.280476,-123.103694
7499,Mischief Under $5000,2013,7,3XX CARRALL ST,"300 CARRALL ST ,Vancouver, Canada",49.282508,-123.104293
7500,Mischief Under $5000,2013,7,DUNSMUIR ST / RICHARDS ST,"DUNSMUIR ST / RICHARDS ST ,Vancouver, Canada",49.282936,-123.113612
7501,Mischief Under $5000,2013,7,14XX W HASTINGS ST,"1400 W HASTINGS ST ,Vancouver, Canada",49.290093,-123.126765
7502,Mischief Under $5000,2013,7,9XX E 17TH AVE,"900 E 17TH AVE ,Vancouver, Canada",49.255453,-123.085589
7503,Mischief Under $5000,2013,7,1XX N NANAIMO ST,"100 N NANAIMO ST ,Vancouver, Canada",49.285803,-123.056516
7504,Mischief Under $5000,2013,7,23XX CAMBRIDGE ST,"2300 CAMBRIDGE ST ,Vancouver, Canada",49.286605,-123.057704
7505,Mischief Under $5000,2013,7,17XX E GEORGIA ST,"1700 E GEORGIA ST ,Vancouver, Canada",49.278482,-123.070314
7506,Mischief Under $5000,2013,7,5XX HOMER ST,"500 HOMER ST ,Vancouver, Canada",49.282662,-123.112073
7507,Mischief Under $5000,2013,7,18XX FRANKLIN ST,"1800 FRANKLIN ST ,Vancouver, Canada",49.282162,-123.06826
7508,Mischief Under $5000,2013,7,66XX ADERA ST,"6600 ADERA ST ,Vancouver, Canada",49.226066,-123.143591
7509,Mischief Under $5000,2013,7,1XX W CORDOVA ST,"100 W CORDOVA ST ,Vancouver, Canada",49.282946,-123.1069
7510,Mischief Under $5000,2013,7,1XX ATHLETES WAY,"100 ATHLETES WAY ,Vancouver, Canada",49.271551,-123.106396
7511,Mischief Under $5000,2013,7,11XX ROBSON ST,"1100 ROBSON ST ,Vancouver, Canada",49.28471,-123.124857
7512,Mischief Under $5000,2013,7,1XX DUNLEVY AVE,"100 DUNLEVY AVE ,Vancouver, Canada",49.284017,-123.095293
